IMDB Rating	IMDB Votes	Production Budget	Release Date	Rotten Tomatoes Rating	Running Time (min)	US DVD Sales	US Gross	Worldwide Gross
6.2	21732	8000000	9-Mar-84	91	0	0	62599495	62599495
3.4	15164	17000000	24-Jul-87	0	0	0	11227824	11227824
6.7	29512	50000000	19-Jun-81	0	0	0	108185706	108185706
4.7	18070	39000000	17-Jun-83	23	0	0	59950623	59950623
5.5	320	1000000	19-Mar-99	17	0	0	5494	5494
4.9	129	55000000	15-Dec-78	94	0	0	134218018	300200000
4.9	18749	45000000	7-Oct-94	4	0	0	57362581	57362581
6.8	563	21600000	24-Jun-77	0	0	0	12000000	12000000
6.7	203	300000	12-Apr-06	0	0	0	33312	33312
6.1	7280	35000000	28-Feb-97	53	0	0	2221994	2221994
5.9	23370	50000000	6-Oct-95	9	0	0	30306268	83306268
6.2	25454	35000000	7-Dec-79	48	0	0	82258456	139000000
6.5	22261	18000000	1-Jun-84	0	0	0	76471046	87000000
7.3	26207	24000000	26-Nov-86	0	0	0	109713132	133000000
8.2	90143	8000000	8-Aug-86	94	0	0	52287414	52287414
4.6	52	25000000	17-May-91	29	0	0	9286314	9286314
4.3	86	200000	25-Jul-69	0	0	0	13500000	25000000
3.3	25407	35000000	23-Dec-94	13	0	0	33423000	99423000
7.8	36131	12000000	4-Jun-82	0	0	0	79912963	96800000
0	0	15000000	25-Apr-03	0	0	0	220944	220944
8.4	65866	5500000	25-Dec-73	91	0	0	159616327	159616327
7	741	2000000	26-Jul-96	0	99	0	304602	304602
5	20600	30000000	9-Jun-89	0	0	0	52210049	70200000
7.2	23546	27000000	6-Dec-91	0	0	0	74888996	96900000
6.5	26465	38000000	18-Nov-94	0	0	0	75671262	120000000
6.8	19618	10000000	26-Jun-81	88	0	0	85300000	85300000
3.9	18012	50000000	28-Jun-96	12	115	0	32773011	32773011
0	0	11000000	25-May-77	0	0	11182540	460998007	797900000
7	7581	780000	6-Aug-04	0	90	0	1310470	1310470
3.3	108	1000000	2008	0	0	0	0	0
8.3	34284	1200000	3-Jul-51	98	0	0	7000000	7000000
5.3	1627	10000000	25-Feb-94	22	0	0	18272447	18272447
6.1	543	5700000	27-Aug-99	29	0	0	69582	69582
8.8	96698	500000	19-Nov-56	0	0	0	271736	271736
7	1691	20000000	1969	0	0	0	8000000	8000000
7.1	4160	1000000	1949	100	0	0	7800000	7800000
7.1	24938	14000000	13-Jul-77	78	0	0	46800000	185400000
5.2	1417	10000000	25-Dec-98	0	0	0	245359	5045359
6.2	431	200000	18-Oct-96	86	0	0	4505922	6542637
7.8	38141	1488000	21-Dec-37	97	0	0	184925485	184925485
7.8	16280	5000000	10-Oct-97	100	0	0	4306697	4306697
7.3	5825	1600000	1949	100	0	0	5400000	5400000
5	151	1100000	22-Feb-02	39	0	0	247740	247740
4.7	12682	18000000	24-May-96	7	81	0	26936265	26936265
6.9	1795	23000000	18-Dec-09	0	0	0	0	44195779
6.9	1490	4500000	12-Feb-99	0	0	0	1687311	1687311
7.1	16000	34000000	17-Sep-93	81	0	0	32014993	32014993
7	5659	4000000	1-Dec-88	80	0	0	3468572	3468572
6.1	39172	140000	18-Oct-74	90	0	0	26572439	26572439
5.1	7702	4700000	22-Aug-86	43	0	0	8025872	8025872
5.5	16570	28000000	16-Sep-94	47	0	0	44853581	102053581
6.1	17274	45000000	16-Aug-96	69	105	0	53854588	75854588
6.6	8670	3000000	16-Jul-66	81	0	0	13000000	13000000
6.8	18459	20000000	27-Sep-95	87	0	0	21284514	27688744
5.5	2479	3500000	1980	33	0	0	8000000	8000000
2.8	5207	3000000	20-Nov-87	14	0	0	7888000	7888000
5.6	20640	55000000	16-Aug-96	40	117	0	18582965	18582965
5.3	2213	2600000	7-Dec-07	38	0	0	0	0
0	0	12500000	3-Sep-04	0	0	0	1110186	69826708
5.8	1795	250000	16-Jun-95	0	0	0	2210408	2477155
6.3	507	10500000	2-Sep-94	0	0	0	125169	125169
4.7	10772	25000000	1-Mar-95	42	0	0	4064333	4064333
6.5	80013	15000000	16-May-86	45	0	0	176786701	353786701
7	27245	9000000	29-Dec-65	91	0	0	63600000	141200000
3.4	1113	2500000	31-Dec-09	0	0	0	0	0
5.9	21130	15000000	3-May-96	45	100	0	24769466	55669466
8.3	25074	325000	1934	97	0	0	2500000	2500000
5.6	24363	22000000	28-Jul-95	33	0	0	50621733	110521733
6.1	584	3500000	19-Apr-00	0	0	0	886410	886410
4.4	74	500000	11-Jul-03	0	0	0	19800	19800
7	20995	4000000	4-Nov-88	88	0	0	13000000	13000000
5.8	1860	6000000	24-May-95	33	0	0	11784569	11784569
6.9	22719	12000000	6-Nov-81	94	0	0	37400000	37400000
7.7	43688	25000000	25-Dec-93	77	0	0	56505000	56505000
5	1029	825000	25-Oct-02	22	0	0	1500711	1500711
5.3	12742	25000000	22-Mar-91	0	0	0	78656813	78656813
4.3	9064	21000000	19-Mar-93	30	0	0	42273609	42273609
5.8	25248	55000000	22-Dec-89	39	0	0	63408614	63408614
6.4	25867	13500000	30-Mar-90	0	0	0	135265915	202000000
6.2	6389	4000000	19-Dec-69	71	0	0	6000000	6000000
6.5	6515	14000000	9-Dec-81	79	0	0	35856053	35856053
8.2	150483	3100000	19-Jul-96	89	94	0	16501785	24000785
7.8	4692	5800000	7-Mar-65	83	0	0	6800000	6800000
4.7	3427	18000000	22-Mar-89	8	0	0	7190505	7190505
6.9	3004	375000	21-May-99	0	0	0	617172	617172
7.2	80581	100000000	15-Jul-94	69	0	0	146282411	365300000
8.5	237477	100000000	2-Jul-91	98	0	0	204859496	516816151
7.4	1069	1800000	7-Jan-05	0	0	0	506793	1058893
8.1	179606	6400000	26-Oct-84	100	0	0	38019031	78019031
7.2	29840	10000000	19-Jan-90	88	0	0	16667084	16667084
7.9	73829	12500000	10-Sep-93	91	0	0	12281000	12281000
2.9	923	17000000	9-Jul-82	68	0	0	26918576	26918576
6.7	1570	4000000	1956	60	0	0	14400000	14400000
5.5	50	25000	14-Jan-00	0	0	0	195043	195043
3.3	360	200000	11-Feb-00	0	0	0	1161843	1161843
6.6	12789	15000000	1-Dec-95	33	0	0	529766	529766
7.1	38577	40000000	24-Jul-96	68	150	0	108766007	152266007
7.4	70355	65000000	1-Jun-90	81	0	0	119394839	261400000
5.2	316	2000000	18-Jul-03	0	0	0	37227	37227
7.4	31669	15000000	17-Dec-82	87	0	0	177200000	177200000
6.7	25916	2500000	4-Oct-96	92	110	0	25857416	31748615
7.2	11580	1200000	3-Oct-55	89	0	0	7000000	7000000
0	0	15000000	9-Dec-88	33	0	0	111936388	216600000
6	61665	88000000	10-May-96	57	117	0	241888385	495900000
0	0	14000000	17-Dec-74	0	0	0	116000000	139700000
8.6	155774	1000000	8-Feb-76	98	0	0	21100000	21100000
6	456	5000000	13-Jun-03	0	0	0	121016	121016
8.2	151143	30000000	22-Nov-95	100	0	0	191796233	361948825
6.3	12054	10000000	24-Jun-83	67	0	0	29500000	29500000
5.7	2284	18000000	23-Feb-96	23	0	0	2483790	2483790
6.6	12676	5000000	21-Jul-89	55	0	0	6157157	6157157
7	4041	2700000	13-Jun-97	94	0	0	9054736	15600000
5.1	15218	60000000	14-Jul-95	34	0	0	50024083	104324083
8	86097	25000000	3-Jun-87	81	0	0	76270454	76270454
4.9	1263	20000000	31-Jul-81	0	0	0	18826490	18826490
7.3	4155	7000000	12-Nov-04	0	0	0	2938532	7017859
7.3	20080	5952000	4-Feb-83	0	0	0	2120439	2120439
6.7	7393	7000000	12-Jul-96	0	0	0	659000	98754000
0	0	20000000	27-Mar-98	0	0	0	146072	26146072
7.3	682	2160000	1945	0	0	0	9132000	9132000
4.3	8200	14000000	27-Oct-95	11	0	0	19637147	19637147
7.7	10864	16000000	8-Dec-82	96	0	0	53977250	53977250
5.3	11079	30000000	4-Aug-95	34	0	0	23998226	23998226
6.7	418	500000	2-Nov-01	0	0	0	0	0
6.1	23770	30000000	24-May-85	39	0	0	50327960	152627960
5.6	365	6500000	21-Oct-05	0	100	0	2025032	2025032
6.4	4125	14000000	26-Mar-99	74	0	0	4741987	4741987
6	531	7500000	24-Nov-04	17	0	0	3347647	3347647
5.1	82	103000	3-Oct-03	0	0	0	16137	16137
0	0	4000000	6-Feb-04	0	0	0	10941801	10941801
7.4	14880	4000000	31-Jan-97	0	0	0	2922988	2922988
7.6	53541	70000000	22-Jun-88	98	0	0	154112492	351500000
0	0	14000000	18-Jan-91	67	0	0	34729091	34729091
6.4	8385	38000000	2-Feb-96	63	0	0	10229300	10229300
7.8	51219	11000000	25-Dec-93	88	0	0	9170214	9170214
5.2	1666	2000000	31-Dec-86	0	0	0	7369373	7369373
4.5	4896	24000000	24-Oct-78	37	0	0	13000000	13000000
6.5	1756	1000000	17-Jul-96	86	0	0	1287480	1615787
8.2	31196	6000000	18-Jun-69	97	0	0	509424	509424
7.3	35454	15000000	11-Dec-87	78	0	0	43848100	43848100
0	0	25000000	1-Jan-70	0	0	0	0	0
7.5	7531	1200000	23-Dec-56	89	0	0	2000000	2000000
0	0	150000	23-Jun-00	0	0	0	110719	110719
7.9	3035	2000000	12-Aug-27	96	0	0	0	0
5.6	7839	20000000	15-Dec-89	50	0	0	10555348	10555348
6	20035	70000000	17-Jun-94	60	0	0	65011757	131011757
4	1202	35000000	2-May-97	10	0	0	6448817	6448817
6.4	88	12000000	3-Jun-83	0	0	0	74433837	74433837
5.9	4921	7000000	10-Jan-91	0	0	0	8824553	8824553
6.8	2923	6000000	1956	50	0	0	12500000	12500000
4.9	1888	3000000	24-Sep-93	0	0	0	3902679	3902679
6.5	11647	15300000	27-Sep-02	0	0	0	81525	7000000
7.7	29488	6000000	18-Oct-61	92	0	0	43700000	43700000
0	0	300000	20-Sep-96	0	0	0	1652472	2525984
7.3	13469	800000	10-May-96	0	0	0	4198137	4726732
7.6	30460	12000000	8-Feb-85	94	0	0	65532576	65532576
5.7	54126	175000000	28-Jul-95	42	0	0	88246220	264246220
7.8	46824	3000000	30-Jun-71	90	0	0	4000000	4000000
6.9	42570	20000000	14-Feb-92	84	0	0	121697323	183097323
6.4	15614	63000000	24-Jun-94	42	0	0	25052000	25052000
8.3	102795	2777000	25-Aug-39	0	103	0	28202232	28202232
6.3	18569	55000000	15-Mar-96	65	132	0	56679192	122079192
6.8	3546	4000000	1-Jan-60	67	0	0	21750000	21750000
8.1	103131	12000000	26-Dec-73	84	0	0	204632868	402500000
5.9	8038	38000000	27-Sep-96	55	117	0	17378193	17378193
8	8597	1644000	1938	96	0	0	4000000	4000000
5.7	4837	20000000	12-Jan-96	0	101	0	26792700	26792700
6.6	21404	13000000	12-Aug-88	40	0	0	44726644	44726644
8	57106	2800000	15-Dec-74	93	0	15500333	86300000	86300000
6.2	4952	12000000	18-Nov-83	71	0	0	39012241	39012241
7	24701	9500000	13-Jun-67	70	0	0	43100000	111600000
7.3	181	300000	19-Jul-02	0	0	0	16892	2066892
6.5	7293	18000000	4-Dec-85	63	0	0	19739000	19739000
4.4	7147	85000000	22-Nov-00	30	100	0	66941559	66941559
6.9	61910	13000000	31-Mar-99	0	97	0	38177966	38177966
5.8	134	105000000	7-Mar-08	9	0	27044045	94784201	269065678
6.3	3655	8000000	18-Aug-06	19	0	0	54702	54702
7.3	18261	6000000	12-Aug-05	0	0	0	0	0
7.4	136068	25000000	18-Jan-08	76	0	29180398	80048433	170764033
5.4	8914	20000000	27-Mar-09	28	108	8283859	12234694	18184083
7.1	6188	3000000	24-May-02	0	0	0	3287435	3705923
6.1	32634	30000000	23-Apr-04	0	98	0	57139723	96439723
5.1	23243	19000000	26-Oct-01	0	91	0	41867960	68467960
6.9	72913	22500000	22-Jun-07	78	102	49668544	71985628	128529299
6.1	25566	42000000	9-Mar-01	32	120	0	24375436	56331864
0	0	1000000	3-Sep-10	0	0	0	10744	10744
6.7	41207	45000000	3-Mar-06	55	0	17523555	36895141	65595141
5.7	627	18000000	24-Sep-99	0	0	0	229311	229311
4.7	6839	30000000	24-Sep-04	8	0	0	9055010	10419084
6.2	396	200000000	13-Nov-09	39	158	50736023	166112167	766812167
7.5	19431	12000000	5-Aug-05	0	0	0	1442338	19202856
4.9	1423	66000	26-Feb-99	0	0	0	541636	541636
6.7	60918	35000000	21-Mar-08	35	0	25789928	81159365	157852532
7.9	77910	20000000	21-Nov-03	81	0	0	16248701	60448701
7.9	58781	4500000	19-Dec-02	78	0	0	13084595	23928503
5.8	17937	43000000	14-Apr-00	30	103	0	37035515	62063972
7.6	103525	15000000	27-Jun-03	89	113	0	45064915	82719885
7.1	69558	15000000	11-May-07	0	91	24422887	28638916	64238440
6	127	72000000	25-Jun-04	77	0	0	18947630	39925603
5.7	16520	37000000	26-Feb-10	19	0	11433110	44875481	44875481
7.3	10325	12000000	13-Feb-09	0	0	0	3149034	11549034
0	0	20000000	7-Oct-05	0	123	0	22991379	27848418
7.5	19040	30000000	19-Sep-03	60	111	0	42023715	47855342
5.6	2370	13000000	7-Sep-01	43	91	0	22235901	22391450
5.8	35515	60000000	20-Dec-02	42	110	0	93354918	199043309
7.8	235508	60000000	9-Mar-07	60	117	261252400	210614939	456068181
6.6	52518	30000000	19-Oct-07	49	0	26908243	39568996	75066323
7.3	68726	48000000	1-Oct-99	94	115	0	60652036	107752036
5.6	20094	62000000	23-Feb-01	14	0	0	15738632	18708848
2.9	905	4000000	1-Mar-00	0	0	0	9821335	9821335
7.9	98355	48000000	2-Sep-07	89	117	51359371	53606916	69791889
5.4	27912	17000000	1-Mar-02	38	96	0	37939782	95092667
7.5	94557	26000000	19-Aug-05	0	111	0	109449237	177339049
6.8	38311	30000000	12-Aug-05	52	109	0	74494381	92494381
5.7	14690	80000000	26-Nov-08	25	0	26029004	120146040	163546040
6.3	13204	35000000	20-Sep-02	41	0	0	18306166	29882645
6	16107	10000000	6-Nov-09	17	0	6244985	26218170	41826604
0	0	900000	25-Jan-08	0	0	0	1196321	4723542
6.8	64701	75000000	13-Feb-04	44	99	0	120776832	196376832
6.4	3462	2000000	18-Sep-98	60	0	0	134624	134624
5.8	32606	82000000	17-Nov-00	40	123	0	34543701	96024898
7.6	62718	54000000	19-Dec-08	27	0	27601737	69951824	166617328
5.9	31205	30000000	18-Apr-08	5	106	11385055	16930884	32955399
7.3	17717	40000000	17-Feb-06	71	0	104578578	81612565	120612565
5.4	18173	30000000	17-Jul-02	47	0	0	17266505	17266505
6.7	55877	41000000	8-Nov-02	74	110	0	116724075	242924075
7	13631	8000000	20-Sep-02	0	0	0	3076425	42376425
7.8	1488	30000000	9-Sep-09	0	0	8655698	31749894	46603791
0	0	1500000	19-Apr-02	0	0	0	1222889	12412889
5.1	20807	30000000	9-Apr-04	4	0	0	16323969	26323969
6.6	42928	24000000	18-Feb-00	45	99	0	57262492	85262492
7.4	48875	27000000	17-May-02	93	101	0	40803000	129949664
7.3	56866	45000000	20-Nov-98	91	96	0	162798565	363109485
4.8	5361	25000000	18-Oct-02	17	0	0	10719367	12219367
6.5	20154	50000000	14-Feb-97	46	120	0	50068310	50068310
0	0	4750000	27-Jan-06	0	0	0	1253413	3061763
6.3	1437	4000000	8-May-09	0	0	0	294244	294244
7.9	67135	18500000	6-Dec-02	91	0	0	22498520	22498520
6.4	13010	18000000	19-Sep-03	40	0	0	3203044	13203044
7.3	13258	12500000	19-Dec-02	79	0	0	21078145	23367586
8.1	1193	55000000	2-Dec-05	10	88	21927972	25857987	47953341
6.2	19793	57000000	12-Nov-04	18	97	0	28328132	38329114
6.8	23149	35000000	10-Nov-06	24	118	7342760	7459300	42064105
7.3	10054	70000000	28-May-10	0	141	0	599903	32912303
4.6	4698	3000000	1-Aug-97	45	97	0	24646936	27555061
6.3	61394	85000000	25-Jul-97	78	124	0	172956409	315268353
7.6	8245	8000000	28-Apr-06	83	0	25684049	18848430	18948425
6	11994	55000000	22-Sep-06	11	128	0	7221458	9521458
5.9	10063	92000000	9-Apr-04	30	137	0	22406362	23911362
5.3	4366	14000000	8-Mar-02	29	95	0	25482931	25873145
5.9	4377	5000000	17-Jan-97	0	0	0	353480	353480
5.8	29891	38000000	27-Sep-02	37	109	0	127214072	163379330
4	4801	45000000	25-Dec-04	21	93	0	48114556	48563556
6.7	63458	200000000	5-Mar-10	51	0	70909558	334191110	1023291110
6.1	20769	40000000	5-Nov-04	49	0	0	13395939	35195939
7.3	7631	2000000	15-Apr-05	0	0	0	120620	1470620
6.6	31785	109000000	25-Dec-01	67	159	0	58183966	84383966
6.2	66141	60000000	26-Nov-97	0	108	0	47795018	160700000
8.5	180387	9000000	25-May-79	97	0	0	80930630	203630630
6.4	17929	25000000	22-Apr-05	41	0	0	21835784	47835784
5.7	6511	45000000	25-Dec-00	32	0	0	15527125	18120267
8	94424	60000000	15-Sep-00	88	123	0	32522352	47371191
5.5	43164	175000000	22-Jun-07	23	78	38038256	100289690	173219280
6.6	92494	81000000	23-May-03	48	101	0	242704995	485004995
0	0	9000000	25-Oct-02	0	0	0	184255	184255
2.3	26028	20000000	28-Jan-05	1	96	0	5178569	8178569
6.2	83	20000000	17-Sep-10	0	0	0	10115431	10115431
6.1	22994	28000000	6-Apr-01	32	103	0	74058698	105159085
6.9	7943	12000000	14-Jun-02	77	0	0	1779284	1779284
5.9	4944	28000000	31-Dec-07	0	135	0	0	22860477
5.5	19200	55000000	14-Dec-07	27	92	137516182	217326974	360578644
5.4	6539	30000000	20-Jun-03	11	0	0	14208384	15358583
5.4	59498	155000000	24-Nov-04	16	175	0	34297191	167297191
0	0	1800000	15-Nov-02	0	0	0	5719000	5719000
8.6	292562	15000000	15-Sep-99	89	118	0	130058047	356258047
4.5	6000	20000000	3-Oct-08	12	84	0	7013191	7013191
5.7	15097	17000000	21-Apr-06	40	0	0	7314027	16510971
5.7	3238	40000000	23-Oct-09	21	0	5763807	14246488	19722782
8.5	181085	10350000	2-Nov-01	0	122	0	33201661	174201661
8.6	224857	10000000	30-Oct-98	83	0	0	6719864	6719864
7.9	114060	100000000	2-Nov-07	79	157	72653959	130164645	265697825
4.9	13510	14000000	5-May-06	12	0	9905802	16298046	27844063
7.1	28477	40000000	12-Dec-97	77	152	0	44212592	44212592
7.2	2974	6800000	11-Aug-00	0	0	0	927107	927107
8.1	61083	2000000	30-Mar-01	0	0	0	5383834	20883834
6.2	66751	30000000	10-Aug-01	52	105	0	145096820	286500000
6.1	52210	55000000	1-Aug-03	56	96	0	104354205	126425115
6.9	106624	12000000	9-Jul-99	59	95	0	101800948	234800000
7.4	99424	8000000	14-Apr-00	66	0	0	15070285	28674417
7.6	23686	2000000	15-Aug-03	94	0	0	6003587	7978681
5.7	26899	46000000	20-Jul-01	32	103	0	93607673	157627733
5.8	26303	18500000	15-Apr-05	24	89	0	65233369	108047131
4.3	9565	25000000	27-Aug-04	0	97	0	31526393	70326393
4.2	29430	45000000	11-Apr-97	38	89	0	65598907	136998907
6.6	16513	53000000	14-Nov-97	85	94	0	58403409	139801410
7	78249	25000000	9-Jul-04	0	104	0	84136909	89366354
6.7	60114	150000000	15-May-09	35	0	32746864	133375846	485975846
7	10185	25000000	24-Dec-99	52	0	0	13038660	13038660
5.5	11089	38000000	18-May-01	32	103	0	24044532	24044532
6.1	57088	56000000	11-Apr-03	43	106	0	135560942	195660942
5.7	23259	17000000	2-Oct-98	11	81	0	30331165	30331165
4.6	18601	22000000	1-Jun-01	30	83	0	55762229	55762229
6.5	14881	75000000	17-Dec-99	51	147	0	39251128	39251128
5.6	24090	60000000	6-Dec-02	27	96	0	32122249	54994757
6.6	52894	30000000	5-Mar-99	68	103	0	106885658	176885658
6.2	7766	45000000	28-Jul-06	63	0	28562108	28142535	55181129
6	16263	30000000	12-Jan-01	25	0	0	10965209	10965209
6.4	31877	40000000	20-Oct-06	55	0	16636006	15962471	60862471
6.8	37343	60000000	2-Oct-98	95	83	0	90757863	152457863
5.9	8514	23000000	12-Nov-99	64	114	0	18653615	18653615
6.8	22836	20000000	19-Sep-08	76	0	10698987	20211394	26111394
7.9	82162	40000000	8-Dec-06	64	136	43318599	50866635	117785051
7.2	12153	300000	17-Oct-03	85	0	0	2528664	3284124
7.1	7757	5000000	17-Dec-97	91	148	0	20733485	21277770
4.6	9116	17000000	3-Mar-06	52	0	29637202	18597342	22978953
6.6	6763	15500000	15-Nov-02	56	0	0	1693000	1693000
4.2	8740	20000000	21-Jan-05	12	94	0	82674398	97918663
7.2	36051	21500000	9-Jul-99	60	117	0	24419219	24419219
6.1	194	140000000	1-Jul-98	42	150	0	201578182	554600000
5.3	1629	10000000	28-Jun-02	30	0	0	13684949	13684949
5.2	3547	39000000	20-Feb-04	12	0	0	5881504	6429865
6.2	53106	90000000	7-Jul-04	31	126	0	51877963	203877963
5.9	7626	80000000	15-Dec-06	0	122	13012362	15132763	110102340
6.9	91901	90000000	29-Jun-01	0	146	0	78616689	235900000
5.5	12484	40000000	25-Aug-00	16	117	0	30199105	30199105
6.4	5265	65000000	23-Oct-09	0	94	7166365	19551067	44093014
7.2	32396	7000000	2-Oct-09	88	0	3614635	9228788	30710147
6.4	10506	13000000	23-Feb-07	0	109	13774930	11003643	11003643
7.8	92240	50000000	24-Dec-97	85	138	0	148478011	314111923
7.6	14548	7000000	11-Dec-09	85	0	2010869	9176000	19112672
7.6	29095	17000000	11-Dec-98	90	121	0	16316273	16316273
7.4	13456	30000000	19-Jan-05	60	0	0	20040895	36040895
4.9	20259	34000000	27-Aug-99	16	0	0	10672566	10672566
7.2	29886	110000000	11-Jun-10	47	119	0	77222099	176047914
5.6	6872	40000000	15-Jan-99	33	128	0	22365133	22365133
0	0	750000	13-Apr-07	0	0	12134593	5520368	5520368
4.7	5480	17000000	31-Mar-06	63	0	29368071	21170563	21170563
6.4	15552	90000000	8-Jun-01	0	96	0	84052762	186049020
6.8	16336	31000000	28-Sep-01	49	101	0	24185781	30885781
4.8	9309	40000000	11-Aug-00	21	106	0	37752931	90717684
7.9	75491	30000000	7-Dec-07	83	130	15678677	50980159	129425746
6.7	26634	4000000	11-Oct-02	44	0	0	6525762	11799060
7.5	28650	25000000	17-Nov-07	37	113	22082092	31664162	65627510
7.5	45611	45000000	14-Sep-07	53	133	25759408	24343673	29367143
6.6	81005	35000000	10-Jun-99	0	95	0	206040085	309600000
6.2	69140	63000000	25-Jul-02	54	94	0	213117789	292738626
7.1	74487	18000000	2-May-97	0	89	0	53883989	67683989
6.8	38089	78000000	26-Nov-08	54	0	28789275	49551662	207482792
6.6	7236	7000000	18-Oct-02	72	0	0	2062066	2703821
8.3	261439	237000000	18-Dec-09	83	0	146153933	760167650	2767891499
3.4	21432	60000000	14-Aug-98	15	91	0	23385416	48585416
7.6	85740	110000000	17-Dec-04	88	170	0	102608827	214608827
5.4	63019	70000000	13-Aug-04	0	101	0	80281096	172543519
5.6	21516	110000000	16-Jun-04	30	120	0	24004159	72004159
6.5	26076	8600000	30-Nov-07	24	0	13038208	14373825	30757745
6.8	1798	8000000	6-Jun-08	0	0	0	1071240	2476491
7.3	14929	21000000	5-Jun-09	66	98	3788940	9451946	10108016
6.1	22157	50000000	28-Sep-01	23	113	0	54997476	104488383
6.1	9918	80000000	25-Nov-98	61	75	0	18319860	69131860
7.6	95122	20000000	27-Oct-06	69	0	31459208	34302837	135302837
5.3	27189	45000000	29-Aug-08	7	100	16787309	22532572	70216497
4	2010	12000000	9-Jan-04	0	0	0	17321573	17322212
1.4	10886	20000000	27-Aug-04	0	0	0	9109322	9109322
2.2	9038	13000000	12-Mar-99	2	94	0	27151490	27151490
6.2	58002	130000000	18-Jul-03	24	147	0	138540870	272940870
5.3	17901	70000000	7-Jun-02	10	117	0	30157016	69157016
7.5	21756	5000000	19-Nov-04	0	0	0	5211842	40311842
0	0	25000000	20-Nov-09	87	0	3902817	1702112	8162545
7.1	7749	35000000	22-Jul-05	0	0	0	32868349	33500620
7.2	92553	37000000	12-Sep-08	78	0	19163475	60355347	163415735
5.6	5143	35000000	15-Sep-00	26	0	0	15325127	15471969
4.9	7779	16000000	16-Jun-00	11	94	0	21799652	21799652
6.6	452	10000000	5-Apr-00	0	0	0	5241315	5241315
5.4	20931	45000000	5-Sep-08	9	98	15494886	15298133	46598133
5.5	7435	10000000	20-Sep-02	47	98	0	30306281	38067218
7.8	14322	5000000	9-May-03	0	0	0	8460000	8460000
2.1	1456	15000000	3-Apr-98	0	0	0	11156471	11156471
3.9	16784	70000000	31-Mar-06	7	0	6188980	5946136	35417162
6.3	25960	50000000	28-Mar-03	21	98	0	26599248	42598498
8.3	270641	150000000	15-Jun-05	84	140	0	205343774	372353017
2.3	39316	80000000	12-May-00	0	121	0	21471685	29725663
8.9	465000	185000000	18-Jul-08	93	152	234119058	533345358	1022345358
3.3	5565	6500000	22-Oct-99	17	0	0	10155691	10155691
6.1	2524	1000000	22-Aug-03	43	0	0	280351	280351
6.1	4485	16000000	27-Jun-01	69	130	0	28734552	28734552
8	137120	160000000	25-Dec-08	72	167	42850598	127509326	329809326
6.1	16128	0	25-Apr-08	63	99	24304275	60494212	64391484
4.8	7765	40000000	11-Aug-00	3	108	0	29374178	40435694
4.8	9030	21000000	5-Nov-99	9	101	0	21731001	36882378
6.6	3731	1000000	29-Sep-00	0	0	0	1744858	2022442
5.6	32082	75000000	4-Mar-05	30	115	0	55849401	94849401
4.7	48	30000000	25-Jun-99	40	95	0	163479795	234779795
5.9	30946	48000000	20-Oct-00	49	93	0	37879996	90376224
7.2	53921	67500000	10-Oct-08	52	129	22024703	39394666	108394666
8	118925	100000000	8-Dec-06	62	143	62588936	57377916	171377916
6	28950	25000000	24-Aug-07	50	88	28248145	33302167	229736344
4.4	2238	9000000	29-Sep-00	15	0	0	3134509	3134509
6.6	22918	12000000	20-Dec-96	71	80	0	63118386	63118386
6.9	41052	5000000	12-Mar-03	0	112	0	32543449	76583333
7.5	20888	1700000	23-Nov-01	93	130	0	35930604	43430604
6.3	30575	150000000	2-Nov-07	51	90	79628881	126631277	287594577
0	0	2800000	15-Sep-06	0	0	0	475000	475000
7.9	113568	13000000	29-Oct-99	92	112	0	22858926	32382381
6.1	32575	40000000	30-Nov-01	36	106	0	58855732	58855732
7.3	6562	3300000	26-Oct-07	0	0	5935632	8093373	9220041
5.3	102	53000000	16-Oct-98	77	172	0	22852487	22852487
7.7	19761	2000000	26-Nov-03	0	0	0	7301288	14440113
7.2	4067	500000	22-Oct-99	82	0	0	2047570	2047570
5.4	17824	35000000	7-Apr-06	12	0	32764806	59843754	64843754
4.4	16600	150000000	1-Jul-10	7	103	0	131591957	290191957
6.6	62513	150000000	16-Nov-07	70	115	35961910	82195215	194995215
6.7	9345	15000000	22-May-02	58	0	0	8378141	8378141
5.3	5468	25000000	30-Mar-05	38	0	0	36351350	38351350
7.1	5959	250000	11-Apr-03	0	0	0	3802390	3809226
5.2	9877	15000000	8-Feb-02	43	88	0	47811275	52375275
8.1	141099	70000000	10-Dec-03	77	125	0	66432867	123432867
8	45535	2000000	2-Jul-04	95	0	0	5792822	11293790
5.8	14157	13000000	24-Apr-98	41	91	0	27066941	27066941
6	13366	13000000	1-Feb-02	0	0	0	4919896	8130727
8.2	177960	15000000	6-Mar-98	78	127	0	17498804	46189568
4.7	21318	33000000	2-Jun-00	30	98	0	117559438	173559438
7.7	98653	95000000	28-Dec-01	76	144	970318	108638745	173638745
4.6	9992	15000000	28-Jan-00	0	0	0	16500786	18260865
4.8	9195	50000000	30-Jan-04	0	0	0	6471394	6626115
6.3	11610	45000000	5-Apr-02	48	0	0	7262288	8488871
7.7	38403	5000000	13-Oct-00	85	110	0	21995263	109280263
6.4	28827	90000000	17-Dec-99	38	132	0	58220776	87420776
6.3	25	20000000	29-Oct-04	39	0	0	5005899	14603001
7	15167	16500000	3-Aug-07	58	120	8061456	18663911	37304637
