Area Code,Date,Market Size,Market,Product Line,Product Type,Product,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
801,10/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Utah,Regular,$20 ,$40 ,$40 ,$60 ,$32 ,833,$47 ,$8 ,1,$28 ,$79 ,$19 
801,10/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Utah,Regular,$80 ,$130 ,$110 ,$210 ,$103 ,564,$133 ,$33 ,1,$87 ,$236 ,$46 
435,10/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Utah,Decaf,$20 ,$60 ,$60 ,$80 ,$40 ,881,$59 ,$11 ,1,$37 ,$99 ,$22 
661,10/1/12,Major Market,West,Leaves,Herbal Tea,Chamomile,California,Decaf,$80 ,$130 ,$120 ,$210 ,$108 ,971,$157 ,$30 ,1,$115 ,$265 ,$42 
562,10/1/12,Major Market,West,Leaves,Herbal Tea,Lemon,California,Decaf,$190 ,$220 ,$170 ,$410 ,$239 ,"1,246",$281 ,$74 ,1,$186 ,$520 ,$95 
209,10/1/12,Major Market,West,Leaves,Herbal Tea,Mint,California,Decaf,$20 ,$40 ,$40 ,$60 ,$39 ,541,$51 ,$12 ,1,$26 ,$90 ,$25 
562,10/1/12,Major Market,West,Leaves,Tea,Darjeeling,California,Regular,$50 ,$90 ,$80 ,$140 ,$123 ,915,$179 ,$34 ,1,$134 ,$302 ,$45 
209,10/1/12,Major Market,West,Leaves,Tea,Earl Grey,California,Regular,$30 ,$50 ,$50 ,$80 ,$76 ,580,$111 ,$21 ,1,$79 ,$187 ,$32 
562,10/1/12,Major Market,West,Leaves,Tea,Green Tea,California,Regular,$20 ,$60 ,$50 ,$80 ,$72 ,650,$110 ,$23 ,1,$56 ,$182 ,$54 
818,10/1/12,Major Market,West,Beans,Coffee,Amaretto,California,Regular,$170 ,($20),($60),$150 ,$122 ,"2,555",($13),$39 ,1,($74),$109 ,$61 
626,10/1/12,Major Market,West,Beans,Coffee,Colombian,California,Regular,$380 ,$580 ,$470 ,$960 ,$260 ,"2,548",$390 ,$91 ,1,$247 ,$650 ,$143 
951,10/1/12,Major Market,West,Beans,Coffee,Decaf Irish Cream,California,Decaf,$220 ,($30),($100),$190 ,$154 ,"3,654",($24),$50 ,1,($117),$130 ,$93 
562,10/1/12,Major Market,West,Beans,Espresso,Caffe Latte,California,Regular,$210 ,$220 ,$160 ,$430 ,$239 ,"1,755",$239 ,$66 ,1,$149 ,$478 ,$90 
562,10/1/12,Major Market,West,Beans,Espresso,Caffe Mocha,California,Regular,$110 ,$160 ,$50 ,$270 ,$125 ,898,$173 ,$113 ,1,$27 ,$298 ,$146 
714,10/1/12,Major Market,West,Beans,Espresso,Decaf Espresso,California,Decaf,$230 ,$320 ,$240 ,$550 ,$257 ,"1,662",$341 ,$84 ,1,$225 ,$598 ,$116 
775,10/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,$90 ,$150 ,$60 ,$240 ,$125 ,898,$173 ,$113 ,1,$26 ,$298 ,$147 
702,10/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Nevada,Decaf,$120 ,$170 ,$120 ,$290 ,$154 ,"1,132",$213 ,$50 ,1,$120 ,$367 ,$93 
702,10/1/12,Small Market,West,Leaves,Herbal Tea,Mint,Nevada,Decaf,$90 ,$150 ,$130 ,$240 ,$122 ,789,$176 ,$39 ,1,$114 ,$298 ,$62 
702,10/1/12,Small Market,West,Leaves,Tea,Darjeeling,Nevada,Regular,$110 ,$180 ,$130 ,$290 ,$257 ,"1,662",$341 ,$84 ,1,$224 ,$598 ,$117 
775,10/1/12,Small Market,West,Leaves,Tea,Earl Grey,Nevada,Regular,$110 ,$120 ,$80 ,$230 ,$239 ,"1,755",$239 ,$66 ,1,$149 ,$478 ,$90 
702,10/1/12,Small Market,West,Leaves,Tea,Green Tea,Nevada,Regular,$110 ,($110),($170),$0 ,$255 ,"7,058",($255),$96 ,1,($363),$21 ,$129 
775,10/1/12,Small Market,West,Beans,Coffee,Colombian,Nevada,Regular,$40 ,$60 ,$30 ,$100 ,$34 ,240,$43 ,$12 ,1,($2),$77 ,$45 
775,10/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Nevada,Decaf,$30 ,$60 ,$50 ,$90 ,$31 ,"1,000",$37 ,$9 ,1,$7 ,$68 ,$30 
702,10/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Nevada,Regular,$0 ,$30 ,$30 ,$30 ,$0 ,430,$43 ,$0 ,1,$32 ,$43 ,$11 
702,10/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Nevada,Regular,$10 ,$20 ,$20 ,$30 ,$21 ,846,$31 ,$5 ,1,$14 ,$52 ,$17 
702,10/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Nevada,Decaf,$10 ,$30 ,$30 ,$40 ,$23 ,800,$35 ,$6 ,1,$17 ,$58 ,$18 
971,10/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,$10 ,$30 ,$30 ,$40 ,$25 ,820,$36 ,$7 ,1,$17 ,$61 ,$19 
971,10/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Oregon,Decaf,$60 ,$100 ,$90 ,$160 ,$90 ,572,$115 ,$29 ,1,$73 ,$205 ,$42 
541,10/1/12,Small Market,West,Leaves,Tea,Darjeeling,Oregon,Regular,$0 ,$20 ,$20 ,$20 ,$21 ,480,$32 ,$5 ,1,$16 ,$53 ,$16 
971,10/1/12,Small Market,West,Leaves,Tea,Earl Grey,Oregon,Regular,$30 ,$60 ,$50 ,$90 ,$82 ,788,$123 ,$27 ,1,$64 ,$205 ,$59 
971,10/1/12,Small Market,West,Leaves,Tea,Green Tea,Oregon,Regular,$40 ,$60 ,$50 ,$100 ,$91 ,656,$127 ,$28 ,1,$76 ,$218 ,$51 
971,10/1/12,Small Market,West,Beans,Coffee,Amaretto,Oregon,Regular,$70 ,$100 ,$50 ,$170 ,$51 ,503,$71 ,$46 ,1,($5),$122 ,$76 
971,10/1/12,Small Market,West,Beans,Coffee,Colombian,Oregon,Regular,$80 ,$130 ,$90 ,$210 ,$60 ,463,$84 ,$19 ,1,$21 ,$144 ,$63 
971,10/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,$50 ,$100 ,$80 ,$150 ,$43 ,419,$64 ,$13 ,1,$29 ,$107 ,$35 
503,10/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Oregon,Regular,$40 ,$60 ,$40 ,$100 ,$54 ,404,$66 ,$20 ,1,$12 ,$120 ,$54 
971,10/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Oregon,Regular,$30 ,$70 ,$60 ,$100 ,$52 ,405,$71 ,$17 ,1,$27 ,$123 ,$44 
503,10/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Oregon,Decaf,$140 ,$150 ,$110 ,$290 ,$161 ,"1,267",$161 ,$45 ,1,$91 ,$322 ,$70 
206,10/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Washington,Decaf,$90 ,$160 ,$130 ,$250 ,$125 ,"1,119",$188 ,$41 ,1,$115 ,$313 ,$73 
425,10/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Washington,Decaf,$30 ,$60 ,$60 ,$90 ,$48 ,829,$71 ,$13 ,1,$47 ,$119 ,$24 
206,10/1/12,Small Market,West,Leaves,Tea,Darjeeling,Washington,Regular,$20 ,$50 ,$40 ,$70 ,$60 ,329,$99 ,$18 ,1,$57 ,$159 ,$42 
360,10/1/12,Small Market,West,Leaves,Tea,Earl Grey,Washington,Regular,$20 ,$30 ,$30 ,$50 ,$46 ,449,$67 ,$14 ,1,$31 ,$113 ,$36 
206,10/1/12,Small Market,West,Leaves,Tea,Green Tea,Washington,Regular,$20 ,$40 ,$10 ,$60 ,$60 ,606,$84 ,$54 ,1,$0 ,$144 ,$84 
206,10/1/12,Small Market,West,Beans,Coffee,Colombian,Washington,Regular,$90 ,$140 ,$110 ,$230 ,$68 ,438,$99 ,$21 ,1,$56 ,$167 ,$43 
425,10/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,$140 ,$190 ,$100 ,$330 ,$96 ,683,$134 ,$87 ,1,$17 ,$230 ,$117 
206,10/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Washington,Regular,$10 ,$20 ,$20 ,$30 ,$22 ,573,$29 ,$7 ,1,$10 ,$51 ,$19 
253,10/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Washington,Regular,$40 ,$70 ,$50 ,$110 ,$56 ,385,$70 ,$21 ,1,$16 ,$126 ,$54 
253,10/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Washington,Decaf,$60 ,$90 ,$80 ,$150 ,$80 ,"1,055",$94 ,$24 ,1,$48 ,$174 ,$46 
719,11/1/12,Major Market,Central,Leaves,Tea,Green Tea,Colorado,Regular,$70 ,$90 ,$60 ,$160 ,$88 ,561,$112 ,$29 ,1,$70 ,$200 ,$42 
970,11/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Colorado,Decaf,$170 ,$160 ,$100 ,$330 ,$181 ,"1,283",$182 ,$50 ,1,$107 ,$363 ,$75 
303,11/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Colorado,Decaf,$40 ,$70 ,$10 ,$110 ,$52 ,509,$73 ,$47 ,1,($4),$125 ,$77 
720,11/1/12,Major Market,Central,Leaves,Herbal Tea,Mint,Colorado,Decaf,$50 ,$70 ,$40 ,$120 ,$59 ,411,$79 ,$19 ,1,$32 ,$138 ,$47 
719,11/1/12,Major Market,Central,Leaves,Tea,Darjeeling,Colorado,Regular,$40 ,$60 ,$20 ,$100 ,$55 ,410,$69 ,$20 ,1,$15 ,$124 ,$54 
719,11/1/12,Major Market,Central,Leaves,Tea,Earl Grey,Colorado,Regular,$40 ,$60 ,$30 ,$100 ,$57 ,"1,042",$68 ,$17 ,1,$29 ,$125 ,$39 
303,11/1/12,Major Market,Central,Beans,Espresso,Decaf Espresso,Colorado,Decaf,$90 ,$150 ,$100 ,$240 ,$75 ,659,$114 ,$24 ,1,$58 ,$189 ,$56 
303,11/1/12,Major Market,Central,Beans,Espresso,Caffe Mocha,Colorado,Regular,$60 ,$90 ,$70 ,$150 ,$50 ,589,$73 ,$14 ,1,$48 ,$123 ,$25 
970,11/1/12,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Colorado,Decaf,$80 ,$110 ,$80 ,$190 ,$81 ,984,$117 ,$22 ,1,$84 ,$198 ,$33 
970,11/1/12,Major Market,Central,Beans,Coffee,Amaretto,Colorado,Regular,$110 ,$170 ,$130 ,$280 ,$118 ,930,$172 ,$33 ,1,$128 ,$290 ,$44 
970,11/1/12,Major Market,Central,Beans,Coffee,Colombian,Colorado,Regular,$30 ,$60 ,$40 ,$90 ,$40 ,536,$52 ,$13 ,1,$27 ,$92 ,$25 
312,11/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Illinois,Decaf,$110 ,$150 ,$110 ,$260 ,$118 ,930,$172 ,$33 ,1,$127 ,$290 ,$45 
773,11/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Illinois,Decaf,$30 ,$50 ,$30 ,$80 ,$40 ,536,$52 ,$13 ,1,$27 ,$92 ,$25 
630,11/1/12,Major Market,Central,Leaves,Herbal Tea,Mint,Illinois,Decaf,$70 ,$110 ,$80 ,$180 ,$81 ,984,$117 ,$22 ,1,$84 ,$198 ,$33 
847,11/1/12,Major Market,Central,Leaves,Tea,Darjeeling,Illinois,Regular,$40 ,$60 ,$40 ,$100 ,$50 ,589,$73 ,$14 ,1,$48 ,$123 ,$25 
630,11/1/12,Major Market,Central,Leaves,Tea,Earl Grey,Illinois,Regular,$60 ,$90 ,$50 ,$150 ,$75 ,659,$114 ,$24 ,1,$59 ,$189 ,$55 
847,11/1/12,Major Market,Central,Beans,Espresso,Decaf Espresso,Illinois,Decaf,$270 ,$270 ,$200 ,$540 ,$211 ,"1,778",$212 ,$59 ,1,$129 ,$423 ,$83 
224,11/1/12,Major Market,Central,Beans,Espresso,Caffe Mocha,Illinois,Regular,$290 ,$390 ,$290 ,$680 ,$228 ,"1,691",$304 ,$75 ,1,$196 ,$532 ,$108 
815,11/1/12,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Illinois,Decaf,$110 ,$160 ,$110 ,$270 ,$113 ,803,$165 ,$36 ,1,$106 ,$278 ,$59 
815,11/1/12,Major Market,Central,Beans,Coffee,Colombian,Illinois,Regular,$170 ,$230 ,$140 ,$400 ,$173 ,"1,150",$239 ,$57 ,1,$139 ,$412 ,$100 
712,11/1/12,Small Market,Central,Leaves,Herbal Tea,Chamomile,Iowa,Decaf,$210 ,$280 ,$180 ,$490 ,$228 ,"1,691",$304 ,$75 ,1,$196 ,$532 ,$108 
712,11/1/12,Small Market,Central,Leaves,Herbal Tea,Lemon,Iowa,Decaf,$100 ,$150 ,$100 ,$250 ,$113 ,803,$165 ,$36 ,1,$107 ,$278 ,$58 
712,11/1/12,Small Market,Central,Leaves,Tea,Darjeeling,Iowa,Regular,$170 ,$180 ,$110 ,$350 ,$211 ,"1,778",$212 ,$59 ,1,$129 ,$423 ,$83 
319,11/1/12,Small Market,Central,Leaves,Tea,Earl Grey,Iowa,Regular,$200 ,$250 ,$130 ,$450 ,$245 ,"1,784",$300 ,$93 ,1,$173 ,$545 ,$127 
515,11/1/12,Small Market,Central,Beans,Espresso,Caffe Mocha,Iowa,Regular,$20 ,$50 ,$40 ,$70 ,$22 ,802,$34 ,$6 ,1,$16 ,$56 ,$18 
712,11/1/12,Small Market,Central,Beans,Espresso,Decaf Espresso,Iowa,Decaf,$0 ,$50 ,$40 ,$50 ,$0 ,387,$43 ,$0 ,1,$31 ,$43 ,$12 
641,11/1/12,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,$0 ,$20 ,$10 ,$20 ,$10 ,596,$13 ,$3 ,1,($3),$23 ,$16 
563,11/1/12,Small Market,Central,Beans,Coffee,Amaretto,Iowa,Regular,$10 ,$20 ,$10 ,$30 ,$15 ,848,$24 ,$4 ,1,$8 ,$39 ,$16 
563,11/1/12,Small Market,Central,Beans,Coffee,Colombian,Iowa,Regular,$20 ,$40 ,$20 ,$60 ,$29 ,"1,003",$35 ,$8 ,1,$5 ,$64 ,$30 
314,11/1/12,Small Market,Central,Leaves,Tea,Green Tea,Missouri,Regular,$20 ,$40 ,$0 ,$60 ,$33 ,243,$41 ,$12 ,1,($4),$74 ,$45 
573,11/1/12,Small Market,Central,Leaves,Herbal Tea,Chamomile,Missouri,Decaf,$40 ,$50 ,$0 ,$90 ,$44 ,325,$62 ,$40 ,1,($8),$106 ,$70 
573,11/1/12,Small Market,Central,Leaves,Herbal Tea,Lemon,Missouri,Decaf,$70 ,$40 ,$0 ,$110 ,$82 ,"1,804",$40 ,$25 ,1,($9),$122 ,$49 
417,11/1/12,Small Market,Central,Leaves,Tea,Darjeeling,Missouri,Regular,$20 ,$40 ,$10 ,$60 ,$35 ,248,$47 ,$11 ,1,$9 ,$82 ,$38 
636,11/1/12,Small Market,Central,Leaves,Tea,Earl Grey,Missouri,Regular,$20 ,$40 ,$0 ,$60 ,$34 ,211,$42 ,$12 ,1,($3),$76 ,$45 
314,11/1/12,Small Market,Central,Beans,Espresso,Caffe Mocha,Missouri,Regular,$60 ,$100 ,$80 ,$160 ,$54 ,885,$78 ,$15 ,1,$51 ,$132 ,$27 
314,11/1/12,Small Market,Central,Beans,Espresso,Decaf Espresso,Missouri,Decaf,$40 ,$60 ,$50 ,$100 ,$33 ,836,$48 ,$9 ,1,$27 ,$81 ,$21 
314,11/1/12,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Missouri,Decaf,$60 ,$80 ,$40 ,$140 ,$69 ,"1,060",$81 ,$21 ,1,$38 ,$150 ,$43 
573,11/1/12,Small Market,Central,Beans,Coffee,Colombian,Missouri,Regular,$80 ,$100 ,$40 ,$180 ,$82 ,601,$102 ,$31 ,1,$38 ,$184 ,$64 
330,11/1/12,Major Market,Central,Leaves,Tea,Darjeeling,Ohio,Regular,$60 ,$100 ,$60 ,$160 ,$78 ,798,$119 ,$25 ,1,$62 ,$197 ,$57 
419,11/1/12,Major Market,Central,Leaves,Tea,Earl Grey,Ohio,Regular,$80 ,$120 ,$70 ,$200 ,$102 ,666,$143 ,$31 ,1,$89 ,$245 ,$54 
937,11/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Ohio,Decaf,$30 ,$40 ,$30 ,$70 ,$32 ,482,$48 ,$8 ,1,$29 ,$80 ,$19 
614,11/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Ohio,Decaf,$30 ,$50 ,$40 ,$80 ,$36 ,862,$52 ,$10 ,1,$30 ,$88 ,$22 
440,11/1/12,Major Market,Central,Beans,Espresso,Caffe Mocha,Ohio,Regular,$230 ,$230 ,$170 ,$460 ,$181 ,"1,283",$182 ,$50 ,1,$107 ,$363 ,$75 
419,11/1/12,Major Market,Central,Beans,Espresso,Decaf Espresso,Ohio,Decaf,$70 ,$80 ,$40 ,$150 ,$55 ,410,$69 ,$20 ,1,$16 ,$124 ,$53 
330,11/1/12,Major Market,Central,Beans,Coffee,Amaretto,Ohio,Regular,$50 ,$80 ,$50 ,$130 ,$59 ,411,$79 ,$19 ,1,$33 ,$138 ,$46 
614,11/1/12,Major Market,Central,Beans,Coffee,Colombian,Ohio,Regular,$40 ,$70 ,$40 ,$110 ,$46 ,424,$68 ,$14 ,1,$32 ,$114 ,$36 
567,11/1/12,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Ohio,Decaf,$50 ,$70 ,$10 ,$120 ,$52 ,509,$73 ,$47 ,1,($3),$125 ,$76 
262,11/1/12,Small Market,Central,Leaves,Tea,Darjeeling,Wisconsin,Regular,$40 ,$50 ,$20 ,$90 ,$49 ,454,$71 ,$15 ,1,$33 ,$120 ,$38 
715,11/1/12,Small Market,Central,Leaves,Tea,Earl Grey,Wisconsin,Regular,$50 ,$70 ,$0 ,$120 ,$61 ,613,$86 ,$55 ,1,$2 ,$147 ,$84 
920,11/1/12,Small Market,Central,Leaves,Herbal Tea,Chamomile,Wisconsin,Decaf,$50 ,$80 ,$50 ,$130 ,$53 ,321,$88 ,$16 ,1,$48 ,$141 ,$40 
262,11/1/12,Small Market,Central,Leaves,Herbal Tea,Lemon,Wisconsin,Decaf,$20 ,$50 ,$40 ,$70 ,$31 ,856,$47 ,$8 ,1,$27 ,$78 ,$20 
920,11/1/12,Small Market,Central,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,$90 ,$110 ,$70 ,$200 ,$75 ,"1,063",$89 ,$23 ,1,$45 ,$164 ,$44 
715,11/1/12,Small Market,Central,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,$20 ,$40 ,$30 ,$60 ,$22 ,570,$30 ,$7 ,1,$11 ,$52 ,$19 
262,11/1/12,Small Market,Central,Beans,Coffee,Amaretto,Wisconsin,Regular,$50 ,$60 ,$20 ,$110 ,$54 ,391,$67 ,$20 ,1,$14 ,$121 ,$53 
262,11/1/12,Small Market,Central,Beans,Coffee,Colombian,Wisconsin,Regular,$90 ,$130 ,$30 ,$220 ,$94 ,694,$130 ,$85 ,1,$16 ,$224 ,$114 
262,11/1/12,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,$70 ,$100 ,$60 ,$170 ,$77 ,557,$103 ,$25 ,1,$51 ,$180 ,$52 
959,11/1/12,Small Market,East,Leaves,Tea,Darjeeling,Connecticut,Regular,$50 ,$80 ,$60 ,$130 ,$54 ,885,$78 ,$15 ,1,$51 ,$132 ,$27 
203,11/1/12,Small Market,East,Leaves,Tea,Green Tea,Connecticut,Regular,$30 ,$60 ,$40 ,$90 ,$36 ,809,$54 ,$10 ,1,$33 ,$90 ,$21 
860,11/1/12,Small Market,East,Leaves,Herbal Tea,Lemon,Connecticut,Decaf,$60 ,$70 ,$30 ,$130 ,$82 ,601,$102 ,$31 ,1,$38 ,$184 ,$64 
475,11/1/12,Small Market,East,Leaves,Herbal Tea,Mint,Connecticut,Decaf,$50 ,$50 ,$30 ,$100 ,$69 ,"1,060",$81 ,$21 ,1,$38 ,$150 ,$43 
203,11/1/12,Small Market,East,Beans,Espresso,Caffe Mocha,Connecticut,Regular,$60 ,$80 ,$10 ,$140 ,$61 ,613,$86 ,$55 ,1,$2 ,$147 ,$84 
860,11/1/12,Small Market,East,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,$50 ,$70 ,$40 ,$120 ,$53 ,380,$71 ,$17 ,1,$26 ,$124 ,$45 
203,11/1/12,Small Market,East,Beans,Coffee,Colombian,Connecticut,Regular,$110 ,$180 ,$130 ,$290 ,$130 ,"1,134",$195 ,$42 ,1,$122 ,$325 ,$73 
352,11/1/12,Major Market,East,Leaves,Tea,Darjeeling,Florida,Regular,$20 ,$50 ,$40 ,$70 ,$28 ,875,$42 ,$7 ,1,$23 ,$70 ,$19 
561,11/1/12,Major Market,East,Leaves,Tea,Green Tea,Florida,Regular,$30 ,$50 ,$40 ,$80 ,$31 ,856,$47 ,$8 ,1,$28 ,$78 ,$19 
561,11/1/12,Major Market,East,Leaves,Herbal Tea,Chamomile,Florida,Decaf,$10 ,$20 ,$10 ,$30 ,$22 ,570,$30 ,$7 ,1,$11 ,$52 ,$19 
407,11/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,Florida,Decaf,$40 ,$40 ,$10 ,$80 ,$54 ,391,$67 ,$20 ,1,$13 ,$121 ,$54 
954,11/1/12,Major Market,East,Leaves,Herbal Tea,Mint,Florida,Decaf,$50 ,$60 ,$30 ,$110 ,$75 ,"1,063",$89 ,$23 ,1,$44 ,$164 ,$45 
754,11/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,Florida,Regular,$90 ,$120 ,$20 ,$210 ,$94 ,694,$130 ,$85 ,1,$15 ,$224 ,$115 
561,11/1/12,Major Market,East,Beans,Espresso,Decaf Espresso,Florida,Decaf,$70 ,$100 ,$60 ,$170 ,$77 ,557,$103 ,$25 ,1,$51 ,$180 ,$52 
754,11/1/12,Major Market,East,Beans,Coffee,Colombian,Florida,Regular,$70 ,$100 ,$60 ,$170 ,$78 ,798,$119 ,$25 ,1,$63 ,$197 ,$56 
772,11/1/12,Major Market,East,Beans,Coffee,Decaf Irish Cream,Florida,Decaf,$90 ,$130 ,$90 ,$220 ,$102 ,666,$143 ,$31 ,1,$89 ,$245 ,$54 
339,11/1/12,Major Market,East,Leaves,Tea,Darjeeling,Massachusetts,Regular,$30 ,$60 ,$40 ,$90 ,$36 ,862,$52 ,$10 ,1,$31 ,$88 ,$21 
351,11/1/12,Major Market,East,Leaves,Tea,Green Tea,Massachusetts,Regular,$30 ,$50 ,$40 ,$80 ,$32 ,482,$48 ,$8 ,1,$29 ,$80 ,$19 
617,11/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,Massachusetts,Decaf,$40 ,$50 ,$20 ,$90 ,$55 ,410,$69 ,$20 ,1,$15 ,$124 ,$54 
774,11/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,Massachusetts,Regular,$50 ,$60 ,$0 ,$110 ,$52 ,554,$68 ,$47 ,1,($8),$120 ,$76 
508,11/1/12,Major Market,East,Beans,Espresso,Regular Espresso,Massachusetts,Regular,$170 ,$180 ,$120 ,$350 ,$181 ,"1,283",$182 ,$50 ,1,$108 ,$363 ,$74 
978,11/1/12,Major Market,East,Beans,Coffee,Colombian,Massachusetts,Regular,$60 ,$340 ,$300 ,$400 ,$75 ,"-3,287",$379 ,$24 ,1,$324 ,$454 ,$55 
603,11/1/12,Small Market,East,Leaves,Tea,Darjeeling,New Hampshire,Regular,$10 ,$30 ,$20 ,$40 ,$15 ,848,$24 ,$4 ,1,$8 ,$39 ,$16 
603,11/1/12,Small Market,East,Leaves,Tea,Green Tea,New Hampshire,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,387,$43 ,$0 ,1,$32 ,$43 ,$11 
603,11/1/12,Small Market,East,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,$20 ,$30 ,$0 ,$50 ,$33 ,243,$41 ,$12 ,1,($4),$74 ,$45 
603,11/1/12,Small Market,East,Beans,Espresso,Caffe Mocha,New Hampshire,Regular,$40 ,$60 ,$10 ,$100 ,$44 ,325,$62 ,$40 ,1,($8),$106 ,$70 
603,11/1/12,Small Market,East,Beans,Espresso,Regular Espresso,New Hampshire,Regular,$30 ,$40 ,$0 ,$70 ,$34 ,211,$42 ,$12 ,1,($3),$76 ,$45 
603,11/1/12,Small Market,East,Beans,Coffee,Colombian,New Hampshire,Regular,$30 ,$60 ,$30 ,$90 ,$43 ,452,$66 ,$14 ,1,$20 ,$109 ,$46 
603,11/1/12,Small Market,East,Beans,Coffee,Amaretto,New Hampshire,Regular,$40 ,$60 ,$40 ,$100 ,$46 ,316,$67 ,$14 ,1,$30 ,$113 ,$37 
518,11/1/12,Major Market,East,Leaves,Tea,Darjeeling,New York,Regular,$80 ,$120 ,$90 ,$200 ,$81 ,984,$117 ,$22 ,1,$84 ,$198 ,$33 
315,11/1/12,Major Market,East,Leaves,Tea,Earl Grey,New York,Regular,$120 ,$170 ,$130 ,$290 ,$118 ,930,$172 ,$33 ,1,$127 ,$290 ,$45 
718,11/1/12,Major Market,East,Leaves,Tea,Green Tea,New York,Regular,$50 ,$70 ,$50 ,$120 ,$50 ,589,$73 ,$14 ,1,$47 ,$123 ,$26 
631,11/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,New York,Decaf,$180 ,$240 ,$140 ,$420 ,$245 ,"1,704",$331 ,$93 ,1,$204 ,$576 ,$127 
914,11/1/12,Major Market,East,Leaves,Herbal Tea,Mint,New York,Decaf,$160 ,($50),($120),$110 ,$225 ,"4,742",($65),$69 ,1,($156),$160 ,$91 
347,11/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,New York,Regular,$110 ,($60),($190),$50 ,$121 ,"3,385",($60),$109 ,1,($202),$61 ,$142 
646,11/1/12,Major Market,East,Beans,Espresso,Regular Espresso,New York,Regular,$200 ,$460 ,$390 ,$660 ,$211 ,933,$464 ,$59 ,1,$381 ,$675 ,$83 
347,11/1/12,Major Market,East,Beans,Coffee,Colombian,New York,Regular,$220 ,$340 ,$230 ,$560 ,$249 ,"2,580",$374 ,$87 ,1,$236 ,$623 ,$138 
225,11/1/12,Small Market,South,Beans,Coffee,Colombian,Louisiana,Regular,$50 ,$80 ,$60 ,$130 ,$47 ,834,$68 ,$13 ,1,$44 ,$115 ,$24 
504,11/1/12,Small Market,South,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,$30 ,$60 ,$50 ,$90 ,$31 ,856,$47 ,$8 ,1,$28 ,$78 ,$19 
337,11/1/12,Small Market,South,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,$90 ,$120 ,$80 ,$210 ,$101 ,552,$130 ,$33 ,1,$85 ,$231 ,$45 
337,11/1/12,Small Market,South,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,$70 ,$100 ,$40 ,$170 ,$82 ,601,$102 ,$31 ,1,$38 ,$184 ,$64 
504,11/1/12,Small Market,South,Beans,Espresso,Caffe Latte,Louisiana,Regular,$40 ,$70 ,$10 ,$110 ,$61 ,-906,$86 ,$55 ,1,$1 ,$147 ,$85 
225,11/1/12,Small Market,South,Beans,Espresso,Caffe Mocha,Louisiana,Regular,$40 ,$60 ,$30 ,$100 ,$53 ,321,$88 ,$16 ,1,$49 ,$141 ,$39 
